id,timestamp,name,mensaje,positividad
c,s,s,s,d
meta,meta,meta,,class
1,2018-09-26 20:57:54,victor00798,@InfoAutoAr @vwargentina HERMOSO,Positivo
2,2018-09-26 20:51:18,raulbarcelook,"DESDE BOXES x El Garage hoy 19 H Temario @Toyota_Arg presentó el Yaris fabricado en Brasil! @vwargentina el Vento motor 1.4 T En su cumpleaños 80,O Berta recuerda al Berta LR! +del @citroenarg C4 Cactus 1-2 de @RenaultArg en STC2000   Conducción:Raúl Barceló https://t.co/jxyJEubuGN",Neutro
3,2018-09-26 20:45:00,InfoAutoAr,"Los 10 puntos más destacados del nuevo #Volkswagen #Vento @vwargentina - Este llega con dos niveles de acabado (Comfortline y Highline) y, con el motor naftero de 1.4L TSI de 150 CV (7AT Tiptronic). Léelo en la web de @InfoAutoAr (https://t.co/oqp91AEfiz) https://t.co/Zda3lLZ5jO",Positivo
4,2018-09-26 20:24:04,CallSaulCall,@vwargentina Qué me importa Cerro Bayo si me roban para hacer un service obligatorio para conservar la garantía. Chorros!,Negativo
5,2018-09-26 20:22:51,CallSaulCall,@vwargentina Uds están locos. El service de 20MKm del Vento sale 14.000 pesos y no es más que el cambio de aceite (que cuesta 4.000 en cualquier buen service no VW). Porqué abusan. Dejaré la marca en el próximo cambio de auto. Roben a otros y mientan con las emisiones,Negativo
6,2018-09-26 18:00:01,Totalmedios_com,"@tudiscovery pone en pantalla ""Naturaleza Salvaje By Amarok"" @VWAmarokArg  @vwargentina #FedericoAmador   https://t.co/AApSOEltPf https://t.co/rEdJApLY6G",Neutro
7,2018-09-26 17:13:01,TheBrandSoup,COBERTURA https://t.co/dlhRdsAoUE - VW AMAROK y su NATURALEZA SALVAJE en DISCOVERY Channel. Enterate todo sobre esta producción conducida por Federico Amador en nuestra nota de cobertura. @tudiscovery @VWArgentina @carvajalprteam @CableFibertel https://t.co/9kzPEPrRZi https://t.co/QknsmtRyEW,Neutro
8,2018-09-26 17:12:46,chupaxixi,@Volkswagenplann Esto m parece trucho @vwargentina,Negativo
9,2018-09-26 16:25:06,LilyyDanil12,"@InfoAutoAr @vwargentina En nuevo Vento, esta buena hasta la publicidad! Que auto, con esa combinación de sedan de lujo y deportividad! 😊😊👍👍👍👍",Positivo
10,2018-09-26 15:58:11,InfoAutoAr,"El nuevo #Volkswagen #Vento se ofrece con dos tipos de #financiación @vwargentina - A través de su compañía financiera, Volkswagen Financial Services, la firma alemana otorga préstamos prendarios para todos sus modelos. Léelo en la web de @InfoAutoAr (https://t.co/rOMFNVRJXe) https://t.co/PzGyeLDi9a",Neutro
11,2018-09-26 14:42:44,FormulaAutoFM,#NoSoporto ver diseños como estos y no tener una combi así. ¡La queremos de regreso!!! #LaCombiDelDía @Volkswagen_MX @VW @VW_es @vwargentina @vwbrasil @cuartodemillamx @raton_miguelito @ArturoRiveraMTV Escúchanos sábado y domingo 104.1fm y 1500 am https://t.co/2dYuxlufDn,Positivo
12,2018-09-26 14:29:13,autofaro,Las camionetas Volkswagen Amarok acompañaron la primera presentación de la categoría de pick-ups del TC en el Autódromo de La Plata. cc @vwargentina @VWAmarokArg https://t.co/3rrDxDZ51x https://t.co/7srgj0QAyx,Neutro
13,2018-09-26 14:08:58,Lucho0706,"@vwargentina  CALL CENTER DE VW UN DESASTRE 52 MINUTOS DE ESPERA (14 PERSONAS ANTES), DEJAS RECLAMOS NADA, ENVIAS MAIL, NO CONTESTAN, FIGURO COMO DEUDOR Y TENGO DEBITO AUTOMATICO, VERGUENZA",Negativo
14,2018-09-26 13:53:31,Carscomar,"📺Cars TV  Programa con un clásico SUV japonés Probamos la renovación de la Honda CR-V, un emblema de la marca y del segmento. Además, lanzamiento de @citroenarg C3 Urban Trail y el stand de @vwargentina en La Rural.  https://t.co/C8D40NKulU https://t.co/p20gszRY74",Neutro
15,2018-09-26 13:47:55,autofaro,"Junto con la presentación del Volkswagen Vento, dio inicio su comercialización, que pone en el mercado local dos versiones. cc @vwargentina https://t.co/cstARG7YRE https://t.co/QDWj9oYIhW",Neutro
16,2018-09-26 12:20:02,InfoAutoAr,"Los 10 puntos más destacados del nuevo #Volkswagen #Vento @vwargentina - Este llega con dos niveles de acabado (Comfortline y Highline) y, con el motor naftero de 1.4L TSI de 150 CV (7AT Tiptronic). Léelo en la web de @InfoAutoAr (https://t.co/oqp91AVQH9) https://t.co/7u4X2qUHfE",Positivo
17,2018-09-26 02:12:57,gastonmazzacane,Arrancamos 👏👏👏 #tcpickup 2018 #autodromomouras @actcargentina #videoclip by @bernabosco y gracias infinitas al @coirodoleracing @vwargentina #amarok #GM5 ⚡️ https://t.co/ACbmXtNG7f,Positivo
18,2018-09-25 22:47:30,autofaro,"Volkswagen tuvo presencia en la Feria Forestal Argentina que se llevó a cabo en el Parque del Conocimiento en Posadas, Misiones. cc @vwargentina @VWCamionesBuses https://t.co/63Wx9SoAbc https://t.co/agFOCMqYHJ",Neutro
19,2018-09-25 22:08:42,ArnaldoPoggiali,@vwargentina Nadie me supo decir el porqué le sacaron la caja de 7 velocidades DSG para ponerle una de 6 y TRIPTRONIC ... es más quien fue de Salta por una concesionaria local les hizo la pregunta y lo ignoraron.,Negativo
20,2018-09-25 20:38:47,carlosdsaavedra,DEJATE LLEVAR POR EL VENTO https://t.co/YeUyvNx47p vía @Visión Auto @vwargentina,Neutro
21,2018-09-25 19:35:54,diego_tiseira,@DNDConsumidor @vwargentina @DPNArgentina Gracias,Positivo
22,2018-09-25 19:35:11,DNDConsumidor,@diego_tiseira @vwargentina @DPNArgentina ¡Hola! La empresa debe ofrecerte trato digno y correcta atención. Reclamá acá → https://t.co/VI6XE5CVmb.,Neutro
23,2018-09-25 18:36:29,dcoronel,"#TCPickUp. Martin Sorrondegui, gerente de ventas de @vwargentina: ""ntro. acuerdo abarca la incorporación de nuestras Amarok como vehículos de rescate. Las Amarok que compitan lo harán de forma privada y por decisión de cada equipo"". Vía @visionautoarg",Neutro
24,2018-09-25 18:25:44,FlipiMcGough,Nuevo #VW #Vento de @vwargentina 🙌🙌🙌🙌 Este sábado todos los detalles en #CentralFOXNitro #Industria #FOXSports3 tomasamorena @carolina_jalon @ Greater Buenos Aires https://t.co/ylPV8Wg2dj,Neutro
25,2018-09-25 17:50:19,GuidoTonelli,Martes de producción para @routieretest con el @vwargentina #NuevoVento ✔️ https://t.co/zPT2l17ldL,Neutro
26,2018-09-25 16:52:53,cupandcakec,Pastel Combi Clasica @vwmx @VW @vwargentina @VWMexico @VWChile https://t.co/7xyjooiSS1,Neutro
27,2018-09-25 16:32:32,autofaro,La matriz MEB que recientemente presentara Volkswagen será la piedra basal de los futuros modelos eléctricos de sus distintas marcas. cc @vwargentina https://t.co/IixeGa7Dwj https://t.co/awdYAtWcn6,Neutro
28,2018-09-25 16:06:45,FormulaAutoFM,#FelizMartes señores… ¿De qué sabor quieren su combi? #LaCombiDelDía @Volkswagen_MX @VW @VW_es @vwargentina @vwbrasil @cuartodemillamx @raton_miguelito @ArturoRiveraMTV Escúchanos sábado y domingo 104.1fm y 1500 am https://t.co/1bsGtoVKDh,Neutro
29,2018-09-25 15:59:31,elinformatorio,"Volkswagen promueve prácticas de sustentabilidad en la cadena de valor, junto a 80 proveedores @vwargentina @glombardi23 @LidiaSchmukler #auto #motor #RSE #RSC... https://t.co/Z46CayVt7P",Positivo
30,2018-09-25 15:43:36,agg2510,Los diseñadores de las tazas de los autos. ¿Saben que hay que lavarlas? Algunos diseños son imposibles.@vwargentina @FiatAutoArg @peugeotarg  @RenaultArg @ChevroletArg @citroenarg  #Ford,Negativo
31,2018-09-25 14:26:26,diego_tiseira,Impresentable la atención al cliente de @vwargentina no responden por ningún medio. @DNDConsumidor @DPNArgentina,Negativo
32,2018-09-25 13:34:02,IsabelPosse,"Finalmente la semana pasada @vwargentina y @AriasHnosVW, nos entregaron nuestro vehiculo, lo hemos probado durante el fin de semana y parece solucionado el problema. esperemos.......,  los gastos incurridos veremos como los recuperamos.",Negativo
33,2018-09-25 13:29:13,AutomundoARG,"Aquí, todo lo que tenés que saber del #NuevoVento de @vwargentina, que se comercializa en las versiones Comfortline y Highline. #Datos, #Precios #Fotos #HayVideo. Hacé click aquí: https://t.co/UZNCYcg890 https://t.co/IZKSbby8PL",Neutro
34,2018-09-25 13:29:00,diegodurruty,"Aquí, todo lo que tenés que saber del #NuevoVento de @vwargentina, que se comercializa en las versiones Comfortline y Highline. #Datos, #Precios #Fotos #HayVideo. Hacé click aquí: https://t.co/5WvVdIZjbz https://t.co/X3icMCcBmO",Neutro
35,2018-09-25 12:46:14,carlosdsaavedra,"“No asfixiamos a los concesionarios, no les mandamos unidades para que las vendan sí o sí” https://t.co/wpkz8dlHOv vía @Visión Auto @vwargentina",Positivo
36,2018-09-25 11:30:00,InfoAutoAr,Lo más leído de ayer en la web de @InfoAutoAr fue: (https://t.co/uDfw7CiDrM) @vwargentina https://t.co/Wfdw6CWAo6,Neutro
37,2018-09-25 09:14:19,vwcanarias,@mantovanimartin @UDLP_Oficial @vwargentina ¿han visto cómo tratamos a los argentinos en Canarias? 😎😎🇦🇷🇮🇨,Positivo
38,2018-09-25 00:14:16,EmmanuelCatala,@vwargentina Buena @GioSimeone9 en la publicidad 🤙🤙🤙,Positivo
39,2018-09-24 23:14:36,FormulaAutoFM,#ElTiempoSeVaVolandoCuando tienes una postal como esta. #FelizLunes señores.  #LaCombiDelDía @Volkswagen_MX @VW @VW_es @vwargentina @vwbrasil @cuartodemillamx @raton_miguelito @ArturoRiveraMTV Escúchanos sábado y domingo 104.1fm y 1500 am https://t.co/KuDpIZldKw,Positivo
40,2018-09-24 22:59:54,KilometrosArg,"Todo sobre la nueva generación del @vwargentina #Vento que cambió su plataforma, renovó el diseño y sumó equipamiento. https://t.co/hGYqsO5R9R",Neutro
41,2018-09-24 22:57:06,seroconese,@vwargentina una vergüenza! le sacaron la caja DGS,Negativo
42,2018-09-24 22:42:52,juanfran77mdp,"@vwargentina Publicidad 👎. El culto a la superficialidad.Pibe sale quejoso hasta q ve el 0km, padre haciéndose el piola con el autito, y por supuesto, la conexión entre ellos es vía BT. Patética. #nuevovento",Negativo
43,2018-09-24 20:45:00,InfoAutoAr,#Volkswagen planea vender 150 mil #eléctricos en 2020: “Electric For All” @vwargentina - La firma alemana realizó el estreno mundial de su nueva plataforma modular de propulsión eléctrica (MEB) en #Dresde. Léelo en la web de @InfoAutoAr (https://t.co/uDfw7CiDrM) https://t.co/lGZNxOnEsN,Positivo
44,2018-09-24 19:55:01,aguantemac,"@vwargentina che, muy rico todo. Pero el banner de Vento mal escrito es un bajón. Suerte la próxima https://t.co/IXtCUu56pk",Negativo
45,2018-09-24 15:44:48,bufonn69,"@InfoAutoAr @vwargentina 1 palo .... un auto con un faltante  de equipamiento para ese precio ...  fueron para atrás con la caja automática , eje trasero, etc. . Me llama la atención Vw!!!!",Negativo
46,2018-09-24 15:02:50,TiempoMotorARG,La nueva generación del Volkswagen Touareg fue evaluada por #EuroNCAP y obtuvo la máxima puntuación ►https://t.co/pa8IU3VQAA @vwargentina @LatinNCAP @EuroNCAP https://t.co/f9Y3imVEV2,Positivo
47,2018-09-24 14:44:38,DNDConsumidor,"@SidraMamacaida @war_maurice @vwargentina @espasa @radiomitre @clarincom Hola. ¿Ya reclamaste ante @DNDConsumidor? Si no, hacelo acá → https://t.co/VI6XE5CVmb.",Neutro
48,2018-09-24 14:34:02,Algobiernoblog,@vwargentina Esta bien hacer eso? Cuánto es lo que verdaderamente vale? No tienen reclamos de @AFIPcomunica por ajustes de precios de transferencia?,Neutro
49,2018-09-24 13:45:04,fernagos,"@horacioalonso16 @vwargentina @Autoblogcomar igual, no creo. Autolatina fue un fracaso. Ford no va a bajarse con la pick up, despues de ser pionero durante decadas.",Negativo
50,2018-09-24 13:17:09,horacioalonso16,"La semana pasada en Ámbito se adelantaban los planes de @vwargentina y Ford para producir una pickup ""integrada"" entre la Amarok y la Ranger en Pacheco. Hoy @Autoblogcomar avanza con el tema con más información.  https://t.co/g0VZR1KJ6m https://t.co/r23SYWoo7K https://t.co/hQwMl7s7dO",Neutro
51,2018-09-26 21:33:30,jucarossia,pagas una fortuna para tener un servicio pesimo y en atención al cliente no te saben responder ni cuanto es 2+2. Los odio @fibertel,Negativo
52,2018-09-26 21:13:42,CableFibertel,@gonzalobenoffi @fibertel Hola. Te respondí por DM.,Neutro
53,2018-09-26 21:11:24,gonzalobenoffi,@CableFibertel @fibertel quiero dar de baja el debito automatico y pagar la factura de este mes con otro medio. gracias!,Neutro
54,2018-09-26 20:56:47,JavierCiani,@pablomcortez @NicoRomano04 @fibertel Por lo menos ahora no viven taaaaan lejos uno del otro ja!,Positivo
55,2018-09-26 20:55:30,CamiMaffini,3 días sin internet en el edificio y van.. dijeron que venían hoy a arreglarlo y sigue todo igual. Urgente una solución!!!!! @CableFibertel @fibertel,Negativo
56,2018-09-26 20:54:42,pablomcortez,"@JavierCiani @NicoRomano04 @fibertel 👏🏻👏🏻👏🏻, pasa por casa también!!! Thanks you!!!",Positivo
57,2018-09-26 20:54:01,JavierCiani,@NicoRomano04 @fibertel Pronto les llevo de regalo... Yo no puedo 🤐,Positivo
58,2018-09-26 20:46:09,JavierCiani,"@NicoRomano04 Mi queja es para @fibertel puntualmente, que tiene un servicio de mierda y no te deja laburar.",Negativo
59,2018-09-26 20:39:52,DNDConsumidor,"@rodrixparedes @CableFibertel @fibertel ¡Hola! La empresa debe garantizar el servicio, reintegrarte todas las interrupciones y brindarte correcta atención. Reclamá acá → https://t.co/VI6XE5CVmb.",Neutro
60,2018-09-26 19:29:20,DNDConsumidor,"@maggieiglesias @BAconsumidor @CableFibertel @fibertel ¡Hola! La empresa debe garantizar el servicio, reintegrarte todas las interrupciones y brindarte correcta atención. Reclamá acá → https://t.co/VI6XE5CVmb.",Neutro
61,2018-09-26 19:25:51,DNDConsumidor,"@juangazzola @CableFibertel @fibertel ¡Hola! La empresa debe garantizar el servicio, reintegrarte todas las interrupciones y brindarte correcta atención. Reclamá acá → https://t.co/VI6XE5CVmb.",Neutro
62,2018-09-26 18:59:08,marugermino,Peor internet del mundo @fibertel,Negativo
63,2018-09-26 17:03:15,identidadusada,"Simplemente heeeermoso lo de Juan Carlos @CableFibertel... Pasan a instalar, le permitis pasar al baño y te orinan todo el suelo... 😡😡😡 Ya saben, si contratan @fibertel no los dejen pasar al baño",Negativo
64,2018-09-26 16:39:08,JULESASFUCK,@fibertel les deje una duda x dm,Neutro
65,2018-09-26 16:04:40,FernandaMarBer,"Gracias, queride @fibertel, por tenerme toda la mañana, yendo para la tarde a paso seguro, sin Internet y sin poder trabajar!! Qué bueno que el servicio es gralm' excelente... ah, no, pará!!",Negativo
66,2018-09-26 15:15:11,CableFibertel,"@MeeeLy @fibertel Hola, seguinos y envianos por DM el DNi del titular para ayudarte, te esperamos.",Neutro
67,2018-09-26 15:15:11,Deboh_oviedo,#Machirulo ⁦@CableFibertel⁩ ⁦@fibertel⁩ en vez de preocuparse por quien toma las decisiones xq no arreglan internet q desde q cambiaron las cajas externas hace 4 meses q anda como el culo en todos lados 😘 la fusión se ve q no los favoreció mucho https://t.co/52YKet7ama,Negativo
68,2018-09-26 15:13:11,MeeeLy,@CableFibertel @fibertel estoy cansada de su mal servicio. Bastante caro para lo que es. Urgente quiero Internet xq estoy trabajando y no puedo esperar 3 hs como me dicen x tel. Hace ya varios meses q deberían haber enviado técnico a mi domicilio pero no quieren arreglar parece,Negativo
69,2018-09-26 15:11:22,GabyAsborno,"Estoy tan enojada con @fibertel !! Me dejaron 4 días sin internet (estoy usando la red del celu) xq era un problema particular y tenía turno hoy para la visita técnica, esperando se me ocurre preguntar. Me cancelaron la visita sin avisar! xq es un problema de zona 😡",Negativo
70,2018-09-26 14:36:47,NatiCorttes,Qué raro @fibertel funcionando como el culo 😠🤬,Negativo
71,2018-09-26 13:43:21,franciscoakinch,"@SebbaParra @fibertel Rompele las pelotas por aca, a ver si se dignan a responder el reclamo",Negativo
72,2018-09-26 13:36:41,SebbaParra,"@franciscoakinch @fibertel @fibertel prometo hacerles la peor publicidad que pueda en cualquier ámbito. Su servicio de internet es espantoso y lento como ningún otro, y su atención al cliente es deplorable.",Negativo
73,2018-09-26 13:30:34,mujercecilia17,Quiero agradecer la atencion de favio del servicio tecnico de @fibertel @CableFibertel que vino a mi domicilio en el dia de la fecha. Su atencion ha sido excelente.,Positivo
74,2018-09-26 13:26:36,franciscoakinch,"@SebbaParra @fibertel Es una mierda, yo todos los putos dias tengo problemas con el internet",Negativo
75,2018-09-26 13:23:04,SebbaParra,"Tan mal me puede andar internet loco? Siglo XXI,  @fibertel como podés tener un servicio tan nefasto ? En el 99' tenía la misma velocidad que la que tengo ahora 🤦🏽‍♂️",Negativo
76,2018-09-26 12:42:50,Willy535,"@fibertel te vamos a hacer el monumento al micro corte, LPM.",Negativo
77,2018-09-26 12:26:00,emboole,@fibertel buen día! me acaban de llamar del ivr por falta de pago. Había ingresado con tarjeta de crédito el pago hace unos días. Podrían verificar si pasó? en todo caso me gustaría además adherirme por tarjeta de crédito a pago automático (y no con cbu),Neutro
78,2018-09-26 12:18:04,GashoRizzotti12,"Hace 1hs estoy esperando, la concha de tu madre @fibertel",Negativo
79,2018-09-26 11:16:05,MLaura_Lastres,Esto también es culpa mía @fibertel ? La última vez me dijeron que los microcortes era debido a la cantidad de aplicaciones... Y ahora? https://t.co/GgOrqk9E5z,Negativo
80,2018-09-26 10:59:22,RossoMateo,"@GianellaTorresi @fibertel Jajajajajajaj eso le pasa por inútiles, y si vierad ya lo que le había escrito ayer al mediodía y ante ayer..",Negativo
81,2018-09-26 04:14:58,guidomr,Le pagas a @fibertel por 100mb y no te dan ni 1... pésimo servicio y para el colmo te aumentan la factura.,Negativo
82,2018-09-26 01:31:32,nicoianno,@fibertel no puede ser q no me ande  el wifi todos los datos me gaste,Negativo
83,2018-09-26 01:30:33,RAIMUNDIOS,.@CableFibertel @fibertel arreglen la caja que distribuye la señal a la zona de wilde/dominico. https://t.co/0tofj6fRXk,Negativo
84,2018-09-26 01:00:48,lelejdjd,@fibertel señores de forma Fibertel escribo para quejarme por la falta de servicio de internet. Me hacen nota de crédito por esto?,Negativo
85,2018-09-26 00:10:25,anabeltorreb,"@fibertel más de 12 hs sin funcionar, que servicio de mierda",Negativo
86,2018-09-25 23:53:05,antyUrsula,Funcionas mal al igual que @fibertel pero... gracias Dior por darnos #Flow Me ahorras tener que ver a la caterva de #LloronasDePauta x la TV abierta.,Negativo
