1;26/09/2018 20:57;victor00798;@InfoAutoAr @vwargentina HERMOSO;Positivo
3;26/09/2018 20:45;InfoAutoAr;Los 10 puntos mÃ¡s destacados del nuevo #Volkswagen #Vento @vwargentina - Este llega con dos niveles de acabado (Comfortline y Highline) y, con el motor naftero de 1.4L TSI de 150 CV (7AT Tiptronic). LÃ©elo en la web de @InfoAutoAr (https://t.co/oqp91AEfiz) https://t.co/Zda3lLZ5jO;Positivo
9;26/09/2018 16:25;LilyyDanil12;@InfoAutoAr @vwargentina En nuevo Vento, esta buena hasta la publicidad! Que auto, con esa combinaciÃ³n de sedan de lujo y deportividad! ğŸ˜ŠğŸ˜ŠğŸ‘ğŸ‘ğŸ‘ğŸ‘;Positivo
11;26/09/2018 14:42;FormulaAutoFM;#NoSoporto ver diseÃ±os como estos y no tener una combi asÃ­. Â¡La queremos de regreso!!! #LaCombiDelDÃ­a @Volkswagen_MX @VW @VW_es @vwargentina @vwbrasil @cuartodemillamx @raton_miguelito @ArturoRiveraMTV EscÃºchanos sÃ¡bado y domingo 104.1fm y 1500 am https://t.co/2dYuxlufDn;Positivo
16;26/09/2018 12:20;InfoAutoAr;Los 10 puntos mÃ¡s destacados del nuevo #Volkswagen #Vento @vwargentina - Este llega con dos niveles de acabado (Comfortline y Highline) y, con el motor naftero de 1.4L TSI de 150 CV (7AT Tiptronic). LÃ©elo en la web de @InfoAutoAr (https://t.co/oqp91AVQH9) https://t.co/7u4X2qUHfE;Positivo
17;26/09/2018 02:12;gastonmazzacane;Arrancamos ğŸ‘ğŸ‘ğŸ‘ #tcpickup 2018 #autodromomouras @actcargentina #videoclip by @bernabosco y gracias infinitas al @coirodoleracing @vwargentina #amarok #GM5 âš¡ï¸ https://t.co/ACbmXtNG7f;Positivo
21;25/09/2018 19:35;diego_tiseira;@DNDConsumidor @vwargentina @DPNArgentina Gracias;Positivo
29;25/09/2018 15:59;elinformatorio;Volkswagen promueve prÃ¡cticas de sustentabilidad en la cadena de valor, junto a 80 proveedores @vwargentina @glombardi23 @LidiaSchmukler #auto #motor #RSE #RSC... https://t.co/Z46CayVt7P;Positivo
35;25/09/2018 12:46;carlosdsaavedra;â€œNo asfixiamos a los concesionarios, no les mandamos unidades para que las vendan sÃ­ o sÃ­â€ https://t.co/wpkz8dlHOv vÃ­a @VisiÃ³n Auto @vwargentina;Positivo
37;25/09/2018 09:14;vwcanarias;@mantovanimartin @UDLP_Oficial @vwargentina Â¿han visto cÃ³mo tratamos a los argentinos en Canarias? ğŸ˜ğŸ˜ğŸ‡¦ğŸ‡·ğŸ‡®ğŸ‡¨;Positivo
38;25/09/2018 00:14;EmmanuelCatala;@vwargentina Buena @GioSimeone9 en la publicidad ğŸ¤™ğŸ¤™ğŸ¤™;Positivo
39;24/09/2018 23:14;FormulaAutoFM;#ElTiempoSeVaVolandoCuando tienes una postal como esta. #FelizLunes seÃ±ores.  #LaCombiDelDÃ­a @Volkswagen_MX @VW @VW_es @vwargentina @vwbrasil @cuartodemillamx @raton_miguelito @ArturoRiveraMTV EscÃºchanos sÃ¡bado y domingo 104.1fm y 1500 am https://t.co/KuDpIZldKw;Positivo
43;24/09/2018 20:45;InfoAutoAr;#Volkswagen planea vender 150 mil #elÃ©ctricos en 2020: â€œElectric For Allâ€ @vwargentina - La firma alemana realizÃ³ el estreno mundial de su nueva plataforma modular de propulsiÃ³n elÃ©ctrica (MEB) en #Dresde. LÃ©elo en la web de @InfoAutoAr (https://t.co/uDfw7CiDrM) https://t.co/lGZNxOnEsN;Positivo
46;24/09/2018 15:02;TiempoMotorARG;La nueva generaciÃ³n del Volkswagen Touareg fue evaluada por #EuroNCAP y obtuvo la mÃ¡xima puntuaciÃ³n â–ºhttps://t.co/pa8IU3VQAA @vwargentina @LatinNCAP @EuroNCAP https://t.co/f9Y3imVEV2;Positivo
54;26/09/2018 20:56;JavierCiani;@pablomcortez @NicoRomano04 @fibertel Por lo menos ahora no viven taaaaan lejos uno del otro ja!;Positivo
56;26/09/2018 20:54;pablomcortez;@JavierCiani @NicoRomano04 @fibertel ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ», pasa por casa tambiÃ©n!!! Thanks you!!!;Positivo
57;26/09/2018 20:54;JavierCiani;@NicoRomano04 @fibertel Pronto les llevo de regalo... Yo no puedo ğŸ¤;Positivo
73;26/09/2018 13:30;mujercecilia17;Quiero agradecer la atencion de favio del servicio tecnico de @fibertel @CableFibertel que vino a mi domicilio en el dia de la fecha. Su atencion ha sido excelente.;Positivo
94;26/09/2018 21:33;weirdotoni;@apple me patrocina eh serio;Positivo
98;26/09/2018 21:10;jcbc90;#AppleWatchSeries4 el mejor juguetito de @Apple https://t.co/6iY8HT8DDB;Positivo
104;26/09/2018 20:50;canary_spain;@Apple Ya era hora de que lo hicieran con conexiÃ³n, Esa dependencia constante del mÃ³vil no me terminaba de convencer Â¿podrÃ­an cambiarme el series 3 que tengo por la serie 4 con conexiÃ³n y pago la diferencia a los seÃ±ores de Apple please m?;Positivo
106;26/09/2018 20:40;d_gonzlez;@elcorteingles @Apple Cuando llegan existencias a Guadalajara, tengo 2 esperando...;Positivo
110;26/09/2018 20:16;Jonatha76901764;@isa_marcial @Apple VendrÃ¡ parÃ¡ la siguiente generaciÃ³n cÃ³mo '' innovaciÃ³n '' xd xd;Positivo
118;26/09/2018 19:45;LaAndreaLoz;@Apple  para cuando sacan unos AirPods mÃ¡s verga que se les pueda subir y bajar el volumen tocÃ¡ndolos? Para comprarlos;Positivo
120;26/09/2018 19:33;AddyNovBa;@jaimecamil @Apple Te encantan los tenis y los iPhone jejejeje;Positivo
122;26/09/2018 19:17;Garfieldgarcia;@elcorteingles @Apple 15â‚¬ y mÃ³vil de regalo, no doy mÃ¡s.;Positivo
124;26/09/2018 19:14;soypeperamirez;@Apple Ya estarÃ¡ disponible en Coppel o Elektra. es que lo quiero sacar a paguitos chiquitos para pagar poquito. No importa que sea a 30 aÃ±os.(chascarrillo, no lo tomen a mal) https://t.co/i4lRVM7fiN;Positivo
126;26/09/2018 19:12;marcus_hergo;Porque ambas marcas pueden convivir juntas: iPhone Xs Max (@Apple) y Mi band 2 (@XiaomiEspana ) https://t.co/w1lvFdRn8H;Positivo
136;26/09/2018 18:16;Beremuah;Una hora esperando el soporte tÃ©cnico de @BanorteEscucha @Banorte_mx por telÃ©fono... En @Apple ni de chiste pasa eso, al contrario ellos te llaman para solucionar tu problema. Sea el producto o servicio que sea es #atencionAlCliente;Positivo
144;26/09/2018 19:43;alejandrinyta;@noeliamarzol @Aerolineas_AR denunciarlo , a mi me arreglaron la maleta sin costo  , la dejaron divina .... NO dejes de denunciar -;Positivo
146;26/09/2018 18:42;elviejostanley;@noeliamarzol @Aerolineas_AR Te dan otra, dejÃ¡ de llorar nena.;Positivo
158;26/09/2018 16:49;ciroterapias;@noeliamarzol @Aerolineas_AR Si fÃ³rmulas la denuncia ellos te la pagan.;Positivo
165;26/09/2018 16:36;maujpok;@noeliamarzol @Aerolineas_AR Por esa razÃ³n @noeliamarzol yo siempre las envuelvo en film a las valijas, dejando el hueco correspondiente para la manija y las ruedas abajo. Es mÃ¡s barato el film que la valija sin dudas. Espero te sirva el consejo!;Positivo
166;26/09/2018 16:33;FelipePoveda;"@SIRCRAWLEY @Aerolineas_AR Jodaaaaa!!! Ujuuuu ""suena verano del 92"" jajajaja *pendex for ever*  Jajajaja";Positivo
173;26/09/2018 15:46;paulyyacante;@gamba1063 @TurismoCity @Aerolineas_AR un temazo para cerrar es La Pregunta de BabasÃ³nicos, no me canso de escucharlooooooo!!;Positivo
176;26/09/2018 15:13;perroscalle;La amistad es un regalo que uno mismo se da. Â¿Te distanciaste?  AerolÃ­neas Argentinas y Perros de la calle te acercan.  No te pierdas #SalvandoLasDistancias con @Aerolineas_AR en @perroscalle de 9 a 13 hs por la @Metro951 MÃ¡s info: https://t.co/VoN4rnF8Q1 https://t.co/X8CPtCSQFM;Positivo
180;26/09/2018 14:46;PdelaLlata;@SebaFernandezB @AM_Escucha Ese me encantaba verlo, como me sorprendiÃ³ verlo un dÃ­a en AEP aÃºn con el livery anterior de AeromÃ©xico, despuÃ©s le pintaron el empenaje y las letrotas, paso breve por @Aerolineas_AR pero memorable.;Positivo
187;26/09/2018 13:08;EstacionTrip;La felicidad de viajar para ir pero tambiÃ©n para volver a casa con la tarea cumplida @PatriciaVeltri ğŸ“¹ğŸ“ºğŸ“· Gracias @Aerolineas_AR https://t.co/4KGRFKqzGA;Positivo
